model,batch,residency_pct,precision,bw_gbps,e_union,bytes_per_layer,t_transfer_ms,t_compute_ms,compute_provenance,rho,required_bw_gbps_for_rho1
mixtral,1,75.0,nf4,128,2.0,45438468.096,0.354988032,0.7606208026409149,measured_here,0.46670828718786433,59.73866076004664
mixtral,8,0.0,fp16,16,7.144625,2517205254.144,157.32532838400002,2.2967424154281617,measured_here,68.49933511358574,1095.989361817372
mixtral,8,0.0,fp16,32,7.144625,2517205254.144,78.66266419200001,2.2967424154281617,measured_here,34.24966755679287,1095.989361817372
mixtral,8,0.0,fp16,64,7.144625,2517205254.144,39.331332096000004,2.2967424154281617,measured_here,17.124833778396436,1095.989361817372
mixtral,8,0.0,fp16,128,7.144625,2517205254.144,19.665666048000002,2.2967424154281617,measured_here,8.562416889198218,1095.989361817372
mixtral,8,12.5,fp16,16,7.144625,2202554597.376,137.659662336,2.2967424154281617,measured_here,59.93691822438752,958.9906915902003
mixtral,8,12.5,fp16,32,7.144625,2202554597.376,68.829831168,2.2967424154281617,measured_here,29.96845911219376,958.9906915902003
mixtral,8,12.5,fp16,64,7.144625,2202554597.376,34.414915584,2.2967424154281617,measured_here,14.98422955609688,958.9906915902003
mixtral,8,12.5,fp16,128,7.144625,2202554597.376,17.207457792,2.2967424154281617,measured_here,7.49211477804844,958.9906915902003
mixtral,8,25.0,fp16,16,7.144625,1887903940.608,117.993996288,2.2967424154281617,measured_here,51.37450133518931,821.9920213630289
mixtral,8,25.0,fp16,32,7.144625,1887903940.608,58.996998144,2.2967424154281617,measured_here,25.687250667594654,821.9920213630289
mixtral,8,25.0,fp16,64,7.144625,1887903940.608,29.498499072,2.2967424154281617,measured_here,12.843625333797327,821.9920213630289
mixtral,8,25.0,fp16,128,7.144625,1887903940.608,14.749249536,2.2967424154281617,measured_here,6.4218126668986635,821.9920213630289
mixtral,8,37.5,fp16,16,7.144625,1573253283.8400002,98.32833024000001,2.2967424154281617,measured_here,42.81208444599109,684.9933511358576
mixtral,8,37.5,fp16,32,7.144625,1573253283.8400002,49.16416512000001,2.2967424154281617,measured_here,21.406042222995545,684.9933511358576
mixtral,8,37.5,fp16,64,7.144625,1573253283.8400002,24.582082560000003,2.2967424154281617,measured_here,10.703021111497772,684.9933511358576
